Customer Region,Shipment Mode,Product Category,mean,std,count
Caribbean,First Class,Camping & Hiking,15.92,51.305392828954474,25
Caribbean,First Class,Cardio Equipment,40.64705882352941,70.08382585917255,17
Caribbean,First Class,Cleats,26.129032258064516,78.06225803185723,31
Caribbean,First Class,Electronics,8.222222222222221,14.254628877822265,9
Caribbean,First Class,Fishing,2.375,1.0555237727226274,24
Caribbean,First Class,Girls' Apparel,139.0,193.74725804511402,2
Caribbean,First Class,Golf Bags & Carts,2.0,,1
Caribbean,First Class,Golf Balls,54.666666666666664,91.22134253196087,3
Caribbean,First Class,Golf Gloves,3.0,1.7320508075688772,3
Caribbean,First Class,Hunting & Shooting,27.5,37.476659402887016,2
Caribbean,First Class,Indoor/Outdoor Games,29.0625,59.24249646239407,32
Caribbean,First Class,Men's Footwear,2.4193548387096775,1.148163564085045,31
Caribbean,First Class,Men's Golf Clubs,3.0,,1
Caribbean,First Class,Shop By Sport,3.0833333333333335,1.5050420310248864,12
Caribbean,First Class,Tennis & Racquet,2.0,,1
Caribbean,First Class,Trade-In,2.0,0.0,2
Caribbean,First Class,Water Sports,4.809523809523809,9.744839904375276,21
Caribbean,First Class,Women's Apparel,19.714285714285715,48.732723162966245,28
Caribbean,Same Day,Accessories,130.5,28.991378028648448,2
Caribbean,Same Day,Camping & Hiking,8.25,11.4418821295566,4
Caribbean,Same Day,Cardio Equipment,70.14285714285714,93.72731471566613,7
Caribbean,Same Day,Cleats,40.57142857142857,70.16871348149652,14
Caribbean,Same Day,Electronics,6.0,,1
Caribbean,Same Day,Fishing,7.75,14.820352800890307,8
Caribbean,Same Day,Golf Balls,0.0,,1
Caribbean,Same Day,Indoor/Outdoor Games,28.642857142857142,53.210188646763655,14
Caribbean,Same Day,Kids' Golf Clubs,9.5,9.192388155425117,2
Caribbean,Same Day,Men's Footwear,2.090909090909091,2.2115399817568506,11
Caribbean,Same Day,Shop By Sport,0.6,0.8944271909999159,5
Caribbean,Same Day,Tennis & Racquet,6.0,,1
Caribbean,Same Day,Water Sports,1.375,1.9955307206712845,8
Caribbean,Same Day,Women's Apparel,1.6666666666666667,1.3228756555322954,9
Caribbean,Second Class,Accessories,31.5,52.34182521336705,4
Caribbean,Second Class,Baseball & Softball,2.0,,1
Caribbean,Second Class,Boxing & MMA,4.0,,1
Caribbean,Second Class,Camping & Hiking,19.416666666666668,55.94552274446558,12
Caribbean,Second Class,Cardio Equipment,36.166666666666664,53.63081862028915,18
Caribbean,Second Class,Cleats,19.785714285714285,44.66862113705452,28
Caribbean,Second Class,Electronics,2.0,,1
Caribbean,Second Class,Fishing,31.391304347826086,86.12239658576559,23
Caribbean,Second Class,Girls' Apparel,6.0,,1
Caribbean,Second Class,Golf Apparel,1.0,1.4142135623730951,2
Caribbean,Second Class,Golf Balls,4.0,,1
Caribbean,Second Class,Golf Gloves,4.333333333333333,1.5275252316519465,3
Caribbean,Second Class,Hockey,2.0,,1
Caribbean,Second Class,Indoor/Outdoor Games,57.172413793103445,107.66252463983308,29
Caribbean,Second Class,Men's Footwear,31.125,88.15300115653027,32
Caribbean,Second Class,Shop By Sport,8.846153846153847,17.553946155808546,13
Caribbean,Second Class,Trade-In,4.5,1.9148542155126762,4
Caribbean,Second Class,Water Sports,4.0,1.6236882817719775,23
Caribbean,Second Class,Women's Apparel,17.444444444444443,34.118947288897466,27
Caribbean,Standard Class,Accessories,4.5,1.3093073414159542,8
Caribbean,Standard Class,Baseball & Softball,18.666666666666668,27.15388247255507,3
Caribbean,Standard Class,Boxing & MMA,3.3333333333333335,1.1547005383792515,3
Caribbean,Standard Class,Camping & Hiking,10.74468085106383,28.276175318751992,47
Caribbean,Standard Class,Cardio Equipment,62.121212121212125,85.92599949536456,66
Caribbean,Standard Class,Cleats,25.291666666666668,50.70600644534979,120
Caribbean,Standard Class,Electronics,4.2727272727272725,1.6787441193290353,11
Caribbean,Standard Class,Fishing,12.253333333333334,43.93271677922507,75
Caribbean,Standard Class,Fitness Accessories,4.0,,1
Caribbean,Standard Class,Girls' Apparel,4.636363636363637,1.2862913567871994,11
Caribbean,Standard Class,Golf Apparel,42.0,56.568542494923804,2
Caribbean,Standard Class,Golf Balls,35.285714285714285,84.56696416787958,7
Caribbean,Standard Class,Golf Gloves,2.8,1.0954451150103321,5
Caribbean,Standard Class,Golf Shoes,35.0,57.15767664977295,3
Caribbean,Standard Class,Hockey,2.0,0.0,2
Caribbean,Standard Class,Hunting & Shooting,100.0,134.35028842544403,2
Caribbean,Standard Class,Indoor/Outdoor Games,21.928571428571427,46.60676690835232,98
Caribbean,Standard Class,Lacrosse,5.333333333333333,1.1547005383792515,3
Caribbean,Standard Class,Men's Footwear,5.9907407407407405,16.075461866227368,108
Caribbean,Standard Class,Shop By Sport,6.25,12.059250885311808,48
Caribbean,Standard Class,Soccer,5.0,1.4142135623730951,2
Caribbean,Standard Class,Strength Training,4.0,,1
Caribbean,Standard Class,Tennis & Racquet,15.333333333333334,18.823743871327334,3
Caribbean,Standard Class,Trade-In,3.0,1.4142135623730951,2
Caribbean,Standard Class,Water Sports,6.708333333333333,26.25628697348128,72
Caribbean,Standard Class,Women's Apparel,21.86315789473684,55.693425741039455,95
Caribbean,Standard Class,Women's Golf Clubs,4.0,,1
Central Africa,First Class,Baseball & Softball,0.0,,1
Central Africa,First Class,Camping & Hiking,14.666666666666666,31.02687007525359,6
Central Africa,First Class,Cardio Equipment,66.2,113.48656308127408,5
Central Africa,First Class,Cleats,108.16666666666667,143.3151856023723,12
Central Africa,First Class,Electronics,5.0,,1
Central Africa,First Class,Fishing,50.0,127.10850258173694,8
Central Africa,First Class,Golf Balls,2.0,,1
Central Africa,First Class,Indoor/Outdoor Games,9.0,16.401219466856727,7
Central Africa,First Class,Men's Footwear,54.0,136.6991831236261,7
Central Africa,First Class,Shop By Sport,3.2,2.3874672772626644,5
Central Africa,First Class,Tennis & Racquet,2.0,,1
Central Africa,First Class,Water Sports,10.285714285714286,11.101265479128731,7
Central Africa,First Class,Women's Apparel,55.53846153846154,103.21548283777922,13
Central Africa,Same Day,Cleats,2.5,3.5355339059327378,2
Central Africa,Same Day,Fishing,0.0,0.0,2
Central Africa,Same Day,Golf Gloves,0.0,,1
Central Africa,Same Day,Indoor/Outdoor Games,7.5,10.535653752852738,4
Central Africa,Same Day,Women's Apparel,2.0,,1
Central Africa,Second Class,Accessories,225.0,,1
Central Africa,Second Class,Camping & Hiking,4.0,2.8284271247461903,2
Central Africa,Second Class,Cardio Equipment,203.0,,1
Central Africa,Second Class,Cleats,4.0,,1
Central Africa,Second Class,Fishing,16.5,29.0,4
Central Africa,Second Class,Indoor/Outdoor Games,18.0,26.0,3
Central Africa,Second Class,Men's Footwear,1.3333333333333333,1.1547005383792517,3
Central Africa,Second Class,Water Sports,2.4,0.8944271909999159,5
Central Africa,Second Class,Women's Apparel,32.0,58.00574684172825,4
Central Africa,Standard Class,Accessories,19.0,18.384776310850235,2
Central Africa,Standard Class,Camping & Hiking,49.8125,106.10637351262174,16
Central Africa,Standard Class,Cardio Equipment,48.166666666666664,101.92049783428199,12
Central Africa,Standard Class,Cleats,25.041666666666668,58.587340349902924,24
Central Africa,Standard Class,Electronics,4.333333333333333,0.5773502691896258,3
Central Africa,Standard Class,Fishing,3.8333333333333335,1.8006732747570402,12
Central Africa,Standard Class,Girls' Apparel,25.0,,1
Central Africa,Standard Class,Golf Balls,4.0,,1
Central Africa,Standard Class,Hockey,4.0,,1
Central Africa,Standard Class,Hunting & Shooting,3.0,1.4142135623730951,2
Central Africa,Standard Class,Indoor/Outdoor Games,58.36363636363637,120.10929366307349,22
Central Africa,Standard Class,Men's Footwear,54.81818181818182,109.71288779773208,22
Central Africa,Standard Class,Shop By Sport,79.0,139.05993911499698,7
Central Africa,Standard Class,Water Sports,26.75,89.41252708653302,16
Central Africa,Standard Class,Women's Apparel,40.611111111111114,98.9665058544847,18
Central America,First Class,Accessories,107.375,112.56989891999167,8
Central America,First Class,Baseball & Softball,62.6,135.50571943648725,5
Central America,First Class,Boxing & MMA,11.5,13.435028842544403,2
Central America,First Class,Camping & Hiking,10.986486486486486,34.91967033818063,74
Central America,First Class,Cardio Equipment,46.310344827586206,71.24634971173913,58
Central America,First Class,Cleats,22.092436974789916,54.958380492730186,119
Central America,First Class,Electronics,5.714285714285714,6.69590657306125,14
Central America,First Class,Fishing,2.4794520547945207,1.3955244836529692,73
Central America,First Class,Girls' Apparel,2.0,0.0,5
Central America,First Class,Golf Apparel,2.0,,1
Central America,First Class,Golf Bags & Carts,2.0,0.0,2
Central America,First Class,Golf Balls,23.1,57.63958901850552,10
Central America,First Class,Golf Gloves,2.0,0.0,3
Central America,First Class,Golf Shoes,103.0,140.0071426749364,2
Central America,First Class,Hockey,2.5,2.081665999466133,4
Central America,First Class,Hunting & Shooting,2.0,,1
Central America,First Class,Indoor/Outdoor Games,19.866666666666667,50.77803647999837,90
Central America,First Class,Kids' Golf Clubs,2.0,0.0,2
Central America,First Class,Lacrosse,4.0,2.0,3
Central America,First Class,Men's Footwear,14.946236559139784,47.5013422216307,93
Central America,First Class,Men's Golf Clubs,2.6666666666666665,1.1547005383792515,3
Central America,First Class,Shop By Sport,4.346153846153846,6.032216174497336,52
Central America,First Class,Soccer,2.0,,1
Central America,First Class,Tennis & Racquet,3.0,1.7320508075688772,3
Central America,First Class,Trade-In,3.4,1.51657508881031,5
Central America,First Class,Water Sports,2.161764705882353,0.803170845148731,68
Central America,First Class,Women's Apparel,27.951219512195124,70.06644156129474,82
Central America,Same Day,Baseball & Softball,1.0,0.0,2
Central America,Same Day,Camping & Hiking,27.8125,59.85896618998137,16
Central America,Same Day,Cardio Equipment,49.75,98.75322779534854,16
Central America,Same Day,Cleats,12.15,25.928451850903386,40
Central America,Same Day,Electronics,3.1666666666666665,2.136976056643281,6
Central America,Same Day,Fishing,0.8,0.816496580927726,25
Central America,Same Day,Fitness Accessories,1.0,,1
Central America,Same Day,Girls' Apparel,2.5,2.6457513110645907,4
Central America,Same Day,Golf Apparel,1.0,,1
Central America,Same Day,Golf Balls,42.0,42.42640687119285,2
Central America,Same Day,Golf Gloves,0.4,0.5477225575051662,5
Central America,Same Day,Golf Shoes,0.6666666666666666,1.1547005383792517,3
Central America,Same Day,Hockey,3.0,1.4142135623730951,2
Central America,Same Day,Hunting & Shooting,3.0,2.8284271247461903,2
Central America,Same Day,Indoor/Outdoor Games,9.212121212121213,21.666156753906506,33
Central America,Same Day,Kids' Golf Clubs,0.0,0.0,2
Central America,Same Day,Lacrosse,25.0,,1
Central America,Same Day,Men's Footwear,6.59375,18.208221069509484,32
Central America,Same Day,Shop By Sport,2.6,2.087557121815378,20
Central America,Same Day,Soccer,0.0,,1
Central America,Same Day,Trade-In,4.0,,1
Central America,Same Day,Water Sports,0.9090909090909091,1.7157281089155543,22
Central America,Same Day,Women's Apparel,34.0,78.47404966349217,35
Central America,Second Class,Accessories,6.125,3.8706773124535783,8
Central America,Second Class,As Seen on  TV!,6.0,,1
Central America,Second Class,Baseball & Softball,3.0,1.0954451150103324,6
Central America,Second Class,Boxing & MMA,4.333333333333333,1.5275252316519468,3
Central America,Second Class,Camping & Hiking,17.67032967032967,45.19711272613549,91
Central America,Second Class,Cardio Equipment,40.651162790697676,64.18260116846044,86
Central America,Second Class,Cleats,23.594202898550726,53.72770461801412,138
Central America,Second Class,Electronics,4.555555555555555,2.727252921298651,18
Central America,Second Class,Fishing,6.890243902439025,22.094637133549714,82
Central America,Second Class,Fitness Accessories,3.6666666666666665,2.0816659994661326,3
Central America,Second Class,Girls' Apparel,3.2222222222222223,1.481365736219265,9
Central America,Second Class,Golf Apparel,2.6666666666666665,2.3094010767585034,3
Central America,Second Class,Golf Balls,9.0,13.299958228840001,10
Central America,Second Class,Golf Gloves,3.4285714285714284,1.5118578920369088,7
Central America,Second Class,Golf Shoes,3.0,1.0,3
Central America,Second Class,Hockey,2.6666666666666665,1.1547005383792515,3
Central America,Second Class,Indoor/Outdoor Games,26.484126984126984,58.769071338857714,126
Central America,Second Class,Kids' Golf Clubs,0.0,,1
Central America,Second Class,Lacrosse,3.0,1.4142135623730951,2
Central America,Second Class,Men's Footwear,11.133333333333333,34.388864910763566,135
Central America,Second Class,Men's Golf Clubs,2.5,1.0,4
Central America,Second Class,Shop By Sport,13.857142857142858,39.668731955166855,63
Central America,Second Class,Soccer,4.0,1.4142135623730951,2
Central America,Second Class,Tennis & Racquet,4.666666666666667,1.1547005383792515,3
Central America,Second Class,Trade-In,4.0,1.632993161855452,4
Central America,Second Class,Water Sports,3.3295454545454546,1.4281375292694454,88
Central America,Second Class,Women's Apparel,24.552,57.28739882832988,125
Central America,Second Class,Women's Golf Clubs,3.0,1.4142135623730951,2
Central America,Standard Class,Accessories,15.958333333333334,29.079320557020775,24
Central America,Standard Class,Baseball & Softball,31.875,76.7136372678101,8
Central America,Standard Class,Boxing & MMA,5.142857142857143,2.4784787961282104,7
Central America,Standard Class,Camping & Hiking,17.198443579766536,42.97686875015552,257
Central America,Standard Class,Cardio Equipment,46.8412017167382,73.7459269612718,233
Central America,Standard Class,Cleats,27.767184035476717,59.647567787308894,451
Central America,Standard Class,Electronics,3.4375,1.5966220992018036,48
Central America,Standard Class,Fishing,8.75531914893617,34.036097491634656,282
Central America,Standard Class,Fitness Accessories,21.5,39.0,4
Central America,Standard Class,Girls' Apparel,12.9375,35.516134830993835,16
Central America,Standard Class,Golf Apparel,3.75,1.707825127659933,4
Central America,Standard Class,Golf Balls,19.678571428571427,54.97140911515568,28
Central America,Standard Class,Golf Gloves,13.647058823529411,32.29346136695203,17
Central America,Standard Class,Golf Shoes,36.0,66.69741715048234,12
Central America,Standard Class,Hockey,2.5,1.4142135623730951,8
Central America,Standard Class,Hunting & Shooting,3.25,0.9574271077563381,4
Central America,Standard Class,Indoor/Outdoor Games,19.64788732394366,43.89281326434266,355
Central America,Standard Class,Kids' Golf Clubs,37.0,57.19265687131522,3
Central America,Standard Class,Lacrosse,35.166666666666664,81.24140980230874,6
Central America,Standard Class,Men's Footwear,14.658227848101266,45.13152973860888,395
Central America,Standard Class,Men's Golf Clubs,2.857142857142857,1.5735915849388862,7
Central America,Standard Class,Shop By Sport,14.793427230046948,43.79588756853399,213
Central America,Standard Class,Soccer,4.0,1.8257418583505538,4
Central America,Standard Class,Strength Training,4.0,,1
Central America,Standard Class,Tennis & Racquet,2.0,,1
Central America,Standard Class,Trade-In,3.2666666666666666,1.8695555876298773,15
Central America,Standard Class,Water Sports,5.938405797101449,17.03322452775492,276
Central America,Standard Class,Women's Apparel,11.726519337016574,33.15889411252362,362
Central America,Standard Class,Women's Golf Clubs,4.333333333333333,2.081665999466133,3
Central Asia,First Class,Camping & Hiking,2.0,,1
Central Asia,First Class,Cardio Equipment,2.0,,1
Central Asia,First Class,Cleats,4.0,3.4641016151377544,3
Central Asia,First Class,Electronics,2.0,,1
Central Asia,First Class,Indoor/Outdoor Games,3.0,,1
Central Asia,First Class,Men's Footwear,2.0,,1
Central Asia,First Class,Shop By Sport,2.0,0.0,2
Central Asia,First Class,Water Sports,2.0,0.0,3
Central Asia,First Class,Women's Apparel,163.5,228.39549032325485,2
Central Asia,Same Day,Accessories,0.0,,1
Central Asia,Same Day,Camping & Hiking,0.0,0.0,2
Central Asia,Same Day,Cardio Equipment,0.0,0.0,2
Central Asia,Same Day,Cleats,9.0,8.48528137423857,2
Central Asia,Same Day,Indoor/Outdoor Games,100.5,137.88582233137677,2
Central Asia,Same Day,Men's Footwear,1.6666666666666667,2.8867513459481287,3
Central Asia,Same Day,Shop By Sport,1.0,1.7320508075688772,3
Central Asia,Same Day,Women's Apparel,112.0,193.98969044771425,3
Central Asia,Second Class,Accessories,2.0,,1
Central Asia,Second Class,Camping & Hiking,4.0,,1
Central Asia,Second Class,Cleats,18.5,26.350205565295564,4
Central Asia,Second Class,Fishing,47.0,,1
Central Asia,Second Class,Hunting & Shooting,2.0,,1
Central Asia,Second Class,Indoor/Outdoor Games,36.5,43.55456348076513,4
Central Asia,Second Class,Men's Footwear,85.0,137.69894698217558,3
Central Asia,Second Class,Shop By Sport,6.0,,1
Central Asia,Second Class,Water Sports,6.0,,1
Central Asia,Second Class,Women's Apparel,4.666666666666667,1.1547005383792515,3
Central Asia,Standard Class,Boxing & MMA,5.0,,1
Central Asia,Standard Class,Camping & Hiking,98.5,107.17120259970336,4
Central Asia,Standard Class,Cardio Equipment,60.25,88.19816702554915,4
Central Asia,Standard Class,Cleats,17.7,35.587294861446765,10
Central Asia,Standard Class,Electronics,5.0,,1
Central Asia,Standard Class,Fishing,123.0,205.24862971527972,3
Central Asia,Standard Class,Indoor/Outdoor Games,3.3333333333333335,1.1547005383792517,3
Central Asia,Standard Class,Men's Footwear,12.2,14.498275759551548,5
Central Asia,Standard Class,Shop By Sport,3.0,0.0,3
Central Asia,Standard Class,Water Sports,5.0,1.4142135623730951,2
Central Asia,Standard Class,Women's Apparel,13.88888888888889,28.18441255572149,9
East Africa,First Class,Boxing & MMA,2.0,,1
East Africa,First Class,Camping & Hiking,2.0,0.0,5
East Africa,First Class,Cardio Equipment,74.6,161.22282716786728,5
East Africa,First Class,Cleats,55.4,78.03019358627218,10
East Africa,First Class,Fishing,2.0,0.0,5
East Africa,First Class,Girls' Apparel,4.0,,1
East Africa,First Class,Indoor/Outdoor Games,7.5,11.0,4
East Africa,First Class,Men's Footwear,2.0,0.0,5
East Africa,First Class,Shop By Sport,3.5,1.7320508075688772,4
East Africa,First Class,Trade-In,2.0,,1
East Africa,First Class,Water Sports,2.0,0.0,4
East Africa,First Class,Women's Apparel,41.333333333333336,94.40056497006078,6
East Africa,Same Day,Accessories,2.0,,1
East Africa,Same Day,Camping & Hiking,36.0,50.91168824543142,2
East Africa,Same Day,Cardio Equipment,18.5,17.67766952966369,2
East Africa,Same Day,Cleats,3.6666666666666665,2.516611478423583,3
East Africa,Same Day,Indoor/Outdoor Games,59.666666666666664,102.4808925279895,3
East Africa,Same Day,Men's Footwear,0.3333333333333333,0.5773502691896258,3
East Africa,Same Day,Women's Apparel,1.0,1.4142135623730951,2
East Africa,Second Class,Accessories,6.0,,1
East Africa,Second Class,Camping & Hiking,4.0,,1
East Africa,Second Class,Cardio Equipment,5.0,1.4142135623730951,2
East Africa,Second Class,Cleats,107.75,153.38630037541535,8
East Africa,Second Class,Fishing,2.1666666666666665,0.983192080250175,6
East Africa,Second Class,Girls' Apparel,4.0,,1
East Africa,Second Class,Indoor/Outdoor Games,59.2,122.88083658569387,5
East Africa,Second Class,Men's Footwear,4.0,0.0,2
East Africa,Second Class,Shop By Sport,2.8333333333333335,0.9831920802501751,6
East Africa,Second Class,Water Sports,3.6,0.8944271909999159,5
East Africa,Second Class,Women's Apparel,2.0,0.0,4
East Africa,Standard Class,Accessories,4.0,,1
East Africa,Standard Class,Boxing & MMA,8.0,,1
East Africa,Standard Class,Camping & Hiking,22.5,79.5583202172436,20
East Africa,Standard Class,Cardio Equipment,42.0,60.090956698350844,14
East Africa,Standard Class,Cleats,42.107142857142854,86.71338026775518,28
East Africa,Standard Class,Electronics,4.0,1.4142135623730951,5
East Africa,Standard Class,Fishing,17.923076923076923,36.84757237245881,13
East Africa,Standard Class,Golf Balls,4.0,,1
East Africa,Standard Class,Golf Gloves,4.0,,1
East Africa,Standard Class,Hunting & Shooting,6.0,,1
East Africa,Standard Class,Indoor/Outdoor Games,36.84615384615385,74.03810522724785,13
East Africa,Standard Class,Men's Footwear,22.88,61.46701012196163,25
East Africa,Standard Class,Shop By Sport,3.8,1.8135294011647258,10
East Africa,Standard Class,Water Sports,4.142857142857143,1.6574838603294897,14
East Africa,Standard Class,Women's Apparel,33.75,91.4567292949695,16
East of USA,First Class,Accessories,84.0,142.02816622064793,3
East of USA,First Class,Baseball & Softball,3.0,,1
East of USA,First Class,Camping & Hiking,10.88888888888889,25.201410895247733,9
East of USA,First Class,Cardio Equipment,42.53846153846154,72.12329187418743,13
East of USA,First Class,Cleats,14.333333333333334,31.470713323683164,24
East of USA,First Class,Electronics,3.0,1.4142135623730951,5
East of USA,First Class,Fishing,2.8,1.35400640077266,25
East of USA,First Class,Girls' Apparel,2.3333333333333335,0.5773502691896257,3
East of USA,First Class,Golf Apparel,2.0,,1
East of USA,First Class,Golf Balls,2.0,,1
East of USA,First Class,Golf Gloves,2.0,,1
East of USA,First Class,Hockey,2.0,,1
East of USA,First Class,Indoor/Outdoor Games,33.42857142857143,57.741294953067545,21
East of USA,First Class,Men's Footwear,32.0,58.887010452221126,26
East of USA,First Class,Shop By Sport,2.5714285714285716,2.14919697074224,7
East of USA,First Class,Trade-In,2.0,,1
East of USA,First Class,Water Sports,2.6666666666666665,1.118033988749895,9
East of USA,First Class,Women's Apparel,15.80952380952381,34.56677457851549,21
East of USA,Same Day,Accessories,205.0,60.81118318204309,2
East of USA,Same Day,Camping & Hiking,9.928571428571429,28.301846326600415,14
East of USA,Same Day,Cardio Equipment,59.25,114.53492917010077,4
East of USA,Same Day,Cleats,25.941176470588236,48.58300961786344,17
East of USA,Same Day,Electronics,2.0,2.8284271247461903,2
East of USA,Same Day,Fishing,0.875,0.7187952884282609,16
East of USA,Same Day,Girls' Apparel,2.0,,1
East of USA,Same Day,Golf Balls,115.0,,1
East of USA,Same Day,Golf Gloves,0.0,,1
East of USA,Same Day,Hockey,0.0,,1
East of USA,Same Day,Indoor/Outdoor Games,47.25,80.48729431068325,12
East of USA,Same Day,Men's Footwear,5.0,13.044303206911673,14
East of USA,Same Day,Shop By Sport,32.0,103.31153240211243,12
East of USA,Same Day,Water Sports,1.4166666666666667,1.5642792899510296,12
East of USA,Same Day,Women's Apparel,6.235294117647059,15.031339809564159,17
East of USA,Second Class,Accessories,4.0,2.8284271247461903,2
East of USA,Second Class,Baseball & Softball,3.3333333333333335,1.1547005383792517,3
East of USA,Second Class,Boxing & MMA,3.25,1.4999999999999998,4
East of USA,Second Class,Camping & Hiking,8.666666666666666,22.33699121346893,18
East of USA,Second Class,Cardio Equipment,44.523809523809526,76.39346768383999,21
East of USA,Second Class,Cleats,26.21212121212121,53.46480008832773,33
East of USA,Second Class,Electronics,4.2,1.7888543819998315,5
East of USA,Second Class,Fishing,14.25925925925926,57.9234193321018,27
East of USA,Second Class,Fitness Accessories,2.5,2.1213203435596424,2
East of USA,Second Class,Girls' Apparel,3.2,1.0954451150103321,5
East of USA,Second Class,Golf Apparel,3.0,,1
East of USA,Second Class,Golf Shoes,53.0,,1
East of USA,Second Class,Indoor/Outdoor Games,25.689655172413794,58.47899711390643,29
East of USA,Second Class,Lacrosse,6.0,,1
East of USA,Second Class,Men's Footwear,7.394736842105263,9.671746184283403,38
East of USA,Second Class,Shop By Sport,9.157894736842104,17.1407997930044,19
East of USA,Second Class,Tennis & Racquet,5.5,0.7071067811865476,2
East of USA,Second Class,Trade-In,4.0,,1
East of USA,Second Class,Water Sports,3.586206896551724,1.2960721259501822,29
East of USA,Second Class,Women's Apparel,16.875,38.03118414856334,32
East of USA,Standard Class,Accessories,55.285714285714285,88.28120654234075,7
East of USA,Standard Class,Baseball & Softball,3.6,1.6733200530681511,5
East of USA,Standard Class,Boxing & MMA,6.0,,1
East of USA,Standard Class,Camping & Hiking,10.28888888888889,27.60897599614219,45
East of USA,Standard Class,Cardio Equipment,36.57142857142857,67.1664598838835,49
East of USA,Standard Class,Cleats,31.252747252747252,60.78259864405517,91
East of USA,Standard Class,Electronics,3.4545454545454546,1.2135597524338357,11
East of USA,Standard Class,Fishing,11.675,43.61418158630331,80
East of USA,Standard Class,Girls' Apparel,4.5,1.2247448713915892,6
East of USA,Standard Class,Golf Apparel,6.0,,1
East of USA,Standard Class,Golf Balls,3.6,1.816590212458495,5
East of USA,Standard Class,Golf Shoes,4.0,0.0,2
East of USA,Standard Class,Hockey,122.66666666666667,209.0103665690612,3
East of USA,Standard Class,Hunting & Shooting,4.0,,1
East of USA,Standard Class,Indoor/Outdoor Games,45.225352112676056,70.4591466602352,71
East of USA,Standard Class,Men's Footwear,19.175,41.45632901246652,80
East of USA,Standard Class,Shop By Sport,5.065217391304348,8.375631780914714,46
East of USA,Standard Class,Tennis & Racquet,4.5,2.1213203435596424,2
East of USA,Standard Class,Trade-In,3.8333333333333335,2.562550812504343,6
East of USA,Standard Class,Water Sports,6.262295081967213,15.278417936579977,61
East of USA,Standard Class,Women's Apparel,22.623529411764707,59.1525422048767,85
Eastern Asia,First Class,Accessories,2.0,,1
Eastern Asia,First Class,Boxing & MMA,0.0,,1
Eastern Asia,First Class,Camping & Hiking,31.666666666666668,89.0,9
Eastern Asia,First Class,Cardio Equipment,53.357142857142854,114.4045501669453,14
Eastern Asia,First Class,Cleats,17.4375,51.9832905845715,16
Eastern Asia,First Class,DVDs,4.333333333333333,1.5275252316519465,3
Eastern Asia,First Class,Fishing,17.46153846153846,49.41594780469052,13
Eastern Asia,First Class,Garden,2.0,0.0,3
Eastern Asia,First Class,Girls' Apparel,2.8,1.7888543819998317,5
Eastern Asia,First Class,Golf Balls,4.0,2.8284271247461903,2
Eastern Asia,First Class,Golf Gloves,2.0,0.0,2
Eastern Asia,First Class,Health and Beauty,9.5,4.949747468305833,2
